sira	datesk	Item Name	Date	price
1715	20171117	Brinjal (R)	11.09.2016	38
1716	20171118	Brinjal (R)	12.09.2016	36
1717	20171120	Brinjal (R)	13.09.2016	32
1718	20171121	Brinjal (R)	14.09.2016	32
1719	20171122	Brinjal (R)	15.09.2016	32
1720	20171123	Brinjal (R)	16.09.2016	30
1721	20171124	Brinjal (R)	17.09.2016	28
1722	20171125	Brinjal (R)	18.09.2016	28
1723	20171127	Brinjal (R)	19.09.2016	28
1724	20171128	Brinjal (R)	20.09.2016	28
1725	20171129	Brinjal (R)	21.09.2016	28
1726	20171130	Brinjal (R)	22.09.2016	26
1727	20171201	Brinjal (R)	23.09.2016	26
1728	20171202	Brinjal (R)	24.09.2016	26
1729	20171204	Brinjal (R)	25.09.2016	26
1730	20171205	Brinjal (R)	26.09.2016	26
1731	20171207	Brinjal (R)	27.09.2016	26
1732	20171208	Brinjal (R)	28.09.2016	26
1733	20171209	Brinjal (R)	29.09.2016	26
1734	20171211	Brinjal (R)	30.09.2016	26
1735	20171212	Brinjal (R)	1.10.2016	26
1736	20171213	Brinjal (R)	2.10.2016	26
1737	20171214	Brinjal (R)	3.10.2016	26
1738	20171215	Brinjal (R)	4.10.2016	26
1739	20171216	Brinjal (R)	5.10.2016	26
1740	20171218	Brinjal (R)	6.10.2016	26
1741	20171219	Brinjal (R)	7.10.2016	28
1742	20171220	Brinjal (R)	8.10.2016	26
1743	20171221	Brinjal (R)	9.10.2016	26
1744	20171222	Brinjal (R)	10.10.2016	26
1745	20171223	Brinjal (R)	11.10.2016	26
1746	20171225	Brinjal (R)	12.10.2016	26
1747	20171226	Brinjal (R)	13.10.2016	26
1748	20171227	Brinjal (R)	14.10.2016	26
1749	20171228	Brinjal (R)	15.10.2016	26
1750	20171229	Brinjal (R)	16.10.2016	26
1751	20171230	Brinjal (R)	17.10.2016	26
1752	20180101	Brinjal (R)	18.10.2016	26
1753	20180102	Brinjal (R)	19.10.2016	26
1754	20180103	Brinjal (R)	20.10.2016	26
1755	20180104	Brinjal (R)	21.10.2016	26
1756	20180105	Brinjal (R)	22.10.2016	26
1757	20180106	Brinjal (R)	23.10.2016	26
1758	20180108	Brinjal (R)	24.10.2016	26
1759	20180109	Brinjal (R)	25.10.2016	26
1760	20180110	Brinjal (R)	26.10.2016	26
1761	20180111	Brinjal (R)	27.10.2016	26
1762	20180113	Brinjal (R)	28.10.2016	26
1763	20180115	Brinjal (R)	29.10.2016	26
1764	20180116	Brinjal (R)	30.10.2016	26
1765	20180117	Brinjal (R)	31.10.2016	26
1766	20180118	Brinjal (R)	1.11.2016	24
1767	20180119	Brinjal (R)	2.11.2016	22
1768	20180120	Brinjal (R)	3.11.2016	20
1769	20180122	Brinjal (R)	4.11.2016	19
1770	20180123	Brinjal (R)	5.11.2016	19
1771	20180124	Brinjal (R)	6.11.2016	19
1772	20180125	Brinjal (R)	7.11.2016	19
1773	20180126	Brinjal (R)	8.11.2016	18
1774	20180127	Brinjal (R)	9.11.2016	18
1775	20180129	Brinjal (R)	10.11.2016	18
1776	20180130	Brinjal (R)	11.11.2016	18
1777	20180131	Brinjal (R)	12.11.2016	18
1778	20180201	Brinjal (R)	13.11.2016	16
1779	20180202	Brinjal (R)	14.11.2016	16
1780	20180203	Brinjal (R)	15.11.2016	16
1781	20180205	Brinjal (R)	16.11.2016	16
1782	20180206	Brinjal (R)	17.11.2016	17
1783	20180207	Brinjal (R)	18.11.2016	17
1784	20180208	Brinjal (R)	19.11.2016	17
1785	20180209	Brinjal (R)	20.11.2016	17
1786	20180210	Brinjal (R)	21.11.2016	17
1787	20180212	Brinjal (R)	22.11.2016	17
1788	20180213	Brinjal (R)	23.11.2016	17
1789	20180214	Brinjal (R)	24.11.2016	16
1790	20180215	Brinjal (R)	25.11.2016	16
1791	20180216	Brinjal (R)	26.11.2016	18
1792	20180217	Brinjal (R)	27.11.2016	14
1793	20180219	Brinjal (R)	28.11.2016	14
1794	20180220	Brinjal (R)	29.11.2016	14
1795	20180221	Brinjal (R)	30.11.2016	14
1796	20180222	Brinjal (R)	1.12.2016	14
1797	20180223	Brinjal (R)	2.12.2016	10
1798	20180224	Brinjal (R)	3.12.2016	10
1799	20180226	Brinjal (R)	4.12.2016	14
1800	20180227	Brinjal (R)	5.12.2016	15
